batch_size,epochs_trained,f1_cuisine,f1_dietaryRestriction,f1_duration,f1_easyKeyWord,f1_filterType,f1_ingredient,f1_mealType,f1_recipe,final_training_loss,intent_accuracy,intent_macro_f1,intent_weighted_f1,learning_rate,max_length,merged_macro_f1,merged_weighted_f1,num_epochs,slot_accuracy,slot_macro_f1,slot_weighted_f1,training_time_seconds
32,5,0.9283819628647215,0.8829663962920047,0.7804195804195804,0.575682382133995,0.6559139784946236,0.9090909090909091,0.5629139072847682,0.9459211732355637,0.14684863290971234,0.9343629343629344,0.9127801960308847,0.9338611758570098,3e-05,32,0.7801612862270207,0.8306199647064906,5,0.9909239596739596,0.7004088505233325,0.9902958788240367,44.36628007888794
32,5,0.8978494623655914,0.7722772277227723,0.7706919945725916,0.2096069868995633,0.43209876543209874,0.8795056642636457,0.33793103448275863,0.8955996548748921,0.14466205170555485,0.9382239382239382,0.9155740631267731,0.9376505190357658,3e-05,48,0.6494450988267393,0.7368018655576959,5,0.9917059917059917,0.5574340606630277,0.9904800418880693,57.32952165603638
32,5,0.9540816326530612,0.9003359462486002,0.8124156545209177,0.6941747572815534,0.708994708994709,0.9377593360995851,0.8085106382978723,0.954954954954955,0.12977538705759106,0.9407979407979408,0.920808587350411,0.9404732151336567,5e-05,32,0.8464034536314068,0.8779982843877661,5,0.9930153367653368,0.8067908265363043,0.9928460959326961,44.31215572357178
32,5,0.9210526315789473,0.8712206047032475,0.8092643051771117,0.6339066339066339,0.6596858638743456,0.8927477017364658,0.6730158730158731,0.9325946445060018,0.1385915723318855,0.9412269412269412,0.9219841301677929,0.9410822999377643,5e-05,48,0.7991860323123283,0.839763323698815,5,0.9942442442442443,0.7198392272139756,0.9939765499496382,57.18219208717346
64,5,0.0,0.5316455696202531,0.0,0.0,0.0,0.07645875251509054,0.0,0.7959343236903831,0.7626619062253407,0.8811668811668811,0.8205668815907688,0.8709779617558113,1e-05,32,0.17550483072821585,0.2743680008344421,5,0.9715653153153153,0.1516493232726292,0.9600569626136873,37.111379861831665
64,5,0.0,0.5131375579598145,0.0,0.0,0.0,0.0,0.0,0.7838884585592564,0.6744344603447687,0.8434148434148434,0.7384272499293745,0.8135195172230288,1e-05,48,0.16212825206488385,0.2543862657120976,5,0.9808201058201058,0.14099418685823706,0.9729265854353848,50.315823554992676
64,5,0.6973684210526315,0.7117903930131004,0.7040417209908736,0.0,0.0,0.8374384236453202,0.08256880733944955,0.9215686274509803,0.33986083347172963,0.9184899184899185,0.8861069273336276,0.9154300468624572,2e-05,32,0.49434704918654443,0.644022672564747,5,0.9839124839124839,0.4087761097367828,0.9803588038346883,37.14441800117493
64,5,0.05025125628140704,0.6057142857142858,0.45660377358490567,0.0,0.0,0.6888412017167382,0.0,0.9051490514905149,0.34933196753263474,0.909051909051909,0.871351881027195,0.9044744085483845,2e-05,48,0.3383199460984815,0.5006091147877857,5,0.985440797940798,0.28621967807194815,0.9810154024810469,50.40204477310181
64,5,0.9012658227848102,0.6713164777680907,0.7345132743362832,0.1746031746031746,0.4779874213836478,0.8836251287332647,0.40625,0.9363957597173145,0.20997291501788867,0.9313599313599313,0.905685287054898,0.929702617228403,3e-05,32,0.6482446324158232,0.7285225768944201,5,0.9876662376662376,0.5579171383268025,0.9863397634852529,36.98412799835205
64,5,0.5900900900900901,0.6673366834170854,0.6834319526627219,0.0,0.0,0.8379204892966361,0.0,0.9302736098852604,0.20420975238084793,0.9313599313599313,0.9045666189319034,0.9300468210871367,3e-05,48,0.4636316031689742,0.6208497556522707,5,0.9891856141856142,0.42578381292300715,0.9869341128110632,50.34204125404358
64,5,0.9206349206349206,0.8308668076109936,0.7888111888111888,0.5396825396825397,0.6695652173913044,0.9049111807732497,0.6299694189602446,0.9341983317886933,0.1431622357950324,0.9279279279279279,0.9023409328544897,0.9275275507799488,5e-05,32,0.7773299507066418,0.822300455713385,5,0.9907094594594594,0.6597632717380929,0.9900793839360861,37.11134147644043
